transaction_description,category,country,currency,user_id,amount,date
TSA,Government & Legal,USA,USD,freelancer,327.61,2022-06-17
BB&T Store TXN764535,Financial Services,USA,USD,freelancer,937.61,2022-06-17
Water Park #3396 - USA Branch (ACH),Entertainment & Recreation,USA,USD,freelancer,13.26,2022-06-19
Homeless Shelter,Charity & Donations,USA,USD,freelancer,169.25,2022-06-20
Audubon Society - USA,Charity & Donations,USA,USD,freelancer,134.76,2022-06-20
City Hall,Government & Legal,USA,USD,freelancer,354.23,2022-06-20
Walgreens - USA,Shopping & Retail,USA,USD,freelancer,38.65,2022-06-20
Spotify,Entertainment & Recreation,USA,USD,freelancer,141.97,2022-06-20
Social Security - Night,Government & Legal,USA,USD,freelancer,373.46,2022-06-22
Mini Golf,Entertainment & Recreation,USA,USD,freelancer,110.6,2022-06-23
Legal #1907 Store,Government & Legal,USA,USD,freelancer,462.45,2022-06-23
Suddenlink #6506,Utilities & Services,USA,USD,freelancer,152.2,2022-06-23
Allegiant - Weekday,Transportation,USA,USD,freelancer,43.79,2022-06-24
Social Security Store,Government & Legal,USA,USD,freelancer,132.84,2022-06-24
Nordstrom Rack #2221,Shopping & Retail,USA,USD,freelancer,79.84,2022-06-24
Business WiFi - USA,Utilities & Services,USA,USD,freelancer,196.99,2022-06-25
Nature Conservancy - Night,Charity & Donations,USA,USD,freelancer,71.4,2022-06-25
Shake Shack,Food & Dining,USA,USD,freelancer,22.01,2022-06-25
NSA,Government & Legal,USA,USD,freelancer,354.71,2022-06-25
Credit Union #6898,Financial Services,USA,USD,freelancer,575.69,2022-06-28
Hulu,Entertainment & Recreation,USA,USD,freelancer,98.12,2022-07-02
Hawaiian Airlines,Transportation,USA,USD,freelancer,18.38,2022-07-02
CVS - USA Store,Healthcare & Medical,USA,USD,freelancer,415.44,2022-07-03
Huntington Bank Store,Financial Services,USA,USD,freelancer,874.02,2022-07-03
Income,Income,USA,USD,freelancer,5203.77,2022-07-04
Mini Golf #5362 - USA,Entertainment & Recreation,USA,USD,freelancer,42.01,2022-07-04
Hospital TXN746288,Healthcare & Medical,USA,USD,freelancer,193.12,2022-07-05
UCSF Medical,Healthcare & Medical,USA,USD,freelancer,444.2,2022-07-05
Taxi - Weekday,Transportation,USA,USD,freelancer,9.42,2022-07-05
SPCA #7842,Charity & Donations,USA,USD,freelancer,22.96,2022-07-05
BART Station,Transportation,USA,USD,freelancer,90.07,2022-07-06
FlixBus Store - Weekday,Transportation,USA,USD,freelancer,58.64,2022-07-06
CVS #3837 - USA Online,Healthcare & Medical,USA,USD,freelancer,24.0,2022-07-06
Synagogue #2174 - USA Center,Charity & Donations,USA,USD,freelancer,7.17,2022-07-06
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,27.58,2022-07-06
Dropbox,Utilities & Services,USA,USD,freelancer,13.81,2022-07-06
Audubon Society - USA,Charity & Donations,USA,USD,freelancer,81.62,2022-07-07
Orthopedist,Healthcare & Medical,USA,USD,freelancer,463.75,2022-07-08
Sixt - Weekday,Transportation,USA,USD,freelancer,23.9,2022-07-08
Walmart Pharmacy,Healthcare & Medical,USA,USD,freelancer,364.35,2022-07-09
Retirement - USA,Financial Services,USA,USD,freelancer,237.42,2022-07-09
Sephora Branch,Shopping & Retail,USA,USD,freelancer,31.91,2022-07-11
Uber #6403 - USA,Transportation,USA,USD,freelancer,41.53,2022-07-11
Secret Service,Government & Legal,USA,USD,freelancer,300.12,2022-07-11
Alaska Airlines - USA (Online),Transportation,USA,USD,freelancer,58.98,2022-07-11
KFC TXN419965,Food & Dining,USA,USD,freelancer,13.37,2022-07-12
Cable Company Online - Holiday,Utilities & Services,USA,USD,freelancer,74.35,2022-07-12
Bank Store Branch,Financial Services,USA,USD,freelancer,303.61,2022-07-13
CTA #5979,Transportation,USA,USD,freelancer,61.94,2022-07-13
WWF Store,Charity & Donations,USA,USD,freelancer,182.38,2022-07-14
ATM #2325 TXN248125,Financial Services,USA,USD,freelancer,284.93,2022-07-14
Lyft #1052 Branch Center,Transportation,USA,USD,freelancer,41.59,2022-07-15
Mass General Branch,Healthcare & Medical,USA,USD,freelancer,100.86,2022-07-15
Getaround,Transportation,USA,USD,freelancer,37.73,2022-07-16
Mortgage #5780 Online,Financial Services,USA,USD,freelancer,698.45,2022-07-17
Business WiFi Online,Utilities & Services,USA,USD,freelancer,198.7,2022-07-17
Cinema #4985 - USA Branch,Entertainment & Recreation,USA,USD,freelancer,147.26,2022-07-18
Saks Off 5th,Shopping & Retail,USA,USD,freelancer,268.95,2022-07-18
Eye Care #2590 Mall,Healthcare & Medical,USA,USD,freelancer,400.98,2022-07-18
Municipal Building,Government & Legal,USA,USD,freelancer,300.41,2022-07-18
Dollar General Campus,Shopping & Retail,USA,USD,freelancer,120.26,2022-07-18
Apple Store Store,Shopping & Retail,USA,USD,freelancer,184.23,2022-07-18
Local Church,Charity & Donations,USA,USD,freelancer,142.95,2022-07-19
Viasat Residential,Utilities & Services,USA,USD,freelancer,146.41,2022-07-19
WiFi #3453 - USA Store - Holiday,Utilities & Services,USA,USD,freelancer,69.53,2022-07-20
Sixt Center,Transportation,USA,USD,freelancer,3.3,2022-07-20
Uber Store,Transportation,USA,USD,freelancer,73.04,2022-07-22
Bank Online Mall,Financial Services,USA,USD,freelancer,113.57,2022-07-23
Windstream Online,Utilities & Services,USA,USD,freelancer,159.02,2022-07-24
OfficeMax,Shopping & Retail,USA,USD,freelancer,36.82,2022-07-24
JetBlue,Transportation,USA,USD,freelancer,55.09,2022-07-25
Spotify,Entertainment & Recreation,USA,USD,freelancer,7.98,2022-07-25
Visa #5168,Government & Legal,USA,USD,freelancer,432.66,2022-07-26
Yoga Studio Store,Entertainment & Recreation,USA,USD,freelancer,75.9,2022-07-28
Loan #2820 Store Online,Financial Services,USA,USD,freelancer,872.22,2022-07-28
Jersey Mike's #4675 - Evening,Food & Dining,USA,USD,freelancer,34.7,2022-07-28
Mayo Clinic - USA,Healthcare & Medical,USA,USD,freelancer,169.41,2022-08-01
Red Cross,Charity & Donations,USA,USD,freelancer,110.07,2022-08-01
WWF Store (Online),Charity & Donations,USA,USD,freelancer,156.38,2022-08-01
NSA #7869 - USA Online,Government & Legal,USA,USD,freelancer,216.26,2022-08-02
Online Bank Online,Financial Services,USA,USD,freelancer,566.92,2022-08-02
Cold Stone Creamery,Food & Dining,USA,USD,freelancer,31.42,2022-08-02
Income,Income,USA,USD,freelancer,7552.02,2022-08-03
YouTube Store (ACH),Entertainment & Recreation,USA,USD,freelancer,41.83,2022-08-03
Adidas,Shopping & Retail,USA,USD,freelancer,163.81,2022-08-03
Income,Income,USA,USD,freelancer,5967.23,2022-08-04
Popeyes #7852,Food & Dining,USA,USD,freelancer,25.7,2022-08-04
Metro,Transportation,USA,USD,freelancer,63.9,2022-08-05
Panera Bread,Food & Dining,USA,USD,freelancer,5.19,2022-08-05
Pilates #8550 - USA Store Online,Entertainment & Recreation,USA,USD,freelancer,33.11,2022-08-06
Shake Shack #6713 (Card),Food & Dining,USA,USD,freelancer,42.33,2022-08-06
Train,Transportation,USA,USD,freelancer,58.64,2022-08-06
Pharmacy #4946 Store TXN421191,Healthcare & Medical,USA,USD,freelancer,489.21,2022-08-07
FedEx Office,Shopping & Retail,USA,USD,freelancer,299.85,2022-08-08
Panera Bread - USA,Food & Dining,USA,USD,freelancer,26.07,2022-08-08
Jack in the Box (Card),Food & Dining,USA,USD,freelancer,20.42,2022-08-09
Car2Go #2567,Transportation,USA,USD,freelancer,56.51,2022-08-09
Eye Care - USA TXN493342,Healthcare & Medical,USA,USD,freelancer,386.25,2022-08-10
Best Buy #1691,Shopping & Retail,USA,USD,freelancer,222.42,2022-08-12
Windstream #9399 Center,Utilities & Services,USA,USD,freelancer,262.7,2022-08-12
Urgent Care #8021,Healthcare & Medical,USA,USD,freelancer,413.55,2022-08-12
First National,Financial Services,USA,USD,freelancer,259.89,2022-08-14
Netflix Online Strip Mall,Entertainment & Recreation,USA,USD,freelancer,140.1,2022-08-15
Atlantic Broadband #2286 - USA Store - Morning,Utilities & Services,USA,USD,freelancer,104.52,2022-08-15
Doctors Without Borders #6481 Online TXN113807,Charity & Donations,USA,USD,freelancer,89.06,2022-08-15
WOW #3760,Utilities & Services,USA,USD,freelancer,107.88,2022-08-16
Spotify,Entertainment & Recreation,USA,USD,freelancer,9.49,2022-08-16
Optimum - USA,Utilities & Services,USA,USD,freelancer,257.32,2022-08-17
7-Eleven #6299 Branch,Transportation,USA,USD,freelancer,87.91,2022-08-17
Government Store Online,Government & Legal,USA,USD,freelancer,221.07,2022-08-17
Insurance #4887 Online,Financial Services,USA,USD,freelancer,137.92,2022-08-17
ATM,Financial Services,USA,USD,freelancer,599.63,2022-08-17
Retirement Planning #3359 - USA Center,Financial Services,USA,USD,freelancer,437.1,2022-08-18
Fundraising,Charity & Donations,USA,USD,freelancer,196.21,2022-08-18
Yoga Studio Online,Entertainment & Recreation,USA,USD,freelancer,135.26,2022-08-19
Cable One,Utilities & Services,USA,USD,freelancer,140.56,2022-08-19
BoltBus #3532 - USA,Transportation,USA,USD,freelancer,61.75,2022-08-20
Red Cross #5557 Store TXN558162,Charity & Donations,USA,USD,freelancer,7.87,2022-08-20
Checkers Branch (Wire),Food & Dining,USA,USD,freelancer,44.49,2022-08-20
ReachNow #1238 Store Strip Mall,Transportation,USA,USD,freelancer,14.12,2022-08-21
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,43.56,2022-08-22
Tennis Court (ACH),Entertainment & Recreation,USA,USD,freelancer,56.37,2022-08-23
Eye Care,Healthcare & Medical,USA,USD,freelancer,415.03,2022-08-24
Walk-in Clinic,Healthcare & Medical,USA,USD,freelancer,248.61,2022-08-25
Habitat for Humanity #3322 Online Center,Charity & Donations,USA,USD,freelancer,74.72,2022-08-25
Online Bank - USA Store (Wire),Financial Services,USA,USD,freelancer,619.0,2022-08-26
Museum - USA Online TXN508703,Entertainment & Recreation,USA,USD,freelancer,115.79,2022-08-26
Neiman Marcus - USA - Night,Shopping & Retail,USA,USD,freelancer,8.6,2022-08-26
Service,Government & Legal,USA,USD,freelancer,62.12,2022-08-27
Accounting,Financial Services,USA,USD,freelancer,133.41,2022-08-27
Viasat - Morning,Utilities & Services,USA,USD,freelancer,113.39,2022-08-27
Saks Off 5th TXN601238,Shopping & Retail,USA,USD,freelancer,72.2,2022-08-28
Capital One #4816 (Mobile),Financial Services,USA,USD,freelancer,170.46,2022-08-28
Dropbox,Utilities & Services,USA,USD,freelancer,11.78,2022-08-28
Checkers,Food & Dining,USA,USD,freelancer,38.43,2022-09-01
Immigration (Contactless),Government & Legal,USA,USD,freelancer,479.36,2022-09-01
Social Security - USA,Government & Legal,USA,USD,freelancer,196.03,2022-09-01
Income,Income,USA,USD,freelancer,5430.15,2022-09-02
Income,Income,USA,USD,freelancer,7835.86,2022-09-02
Neurologist #6169 Hospital,Healthcare & Medical,USA,USD,freelancer,113.69,2022-09-02
Goodwill #8411 Store,Charity & Donations,USA,USD,freelancer,123.93,2022-09-02
Windstream - Weekend,Utilities & Services,USA,USD,freelancer,239.03,2022-09-02
Popeyes #9644 - USA,Food & Dining,USA,USD,freelancer,45.1,2022-09-03
White House Branch,Government & Legal,USA,USD,freelancer,341.26,2022-09-03
MRI Store,Healthcare & Medical,USA,USD,freelancer,408.17,2022-09-03
Cinemark Online Center,Entertainment & Recreation,USA,USD,freelancer,63.5,2022-09-03
Frontier,Transportation,USA,USD,freelancer,20.25,2022-09-03
Zara #2457,Shopping & Retail,USA,USD,freelancer,264.36,2022-09-04
Temple #4431 TXN825937,Charity & Donations,USA,USD,freelancer,96.03,2022-09-04
Mr. Sub - USA Store (Contactless),Food & Dining,USA,USD,freelancer,8.34,2022-09-05
Social Security #4137,Government & Legal,USA,USD,freelancer,349.64,2022-09-05
PETA Store,Charity & Donations,USA,USD,freelancer,167.97,2022-09-06
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,38.67,2022-09-06
Arcade #7532,Entertainment & Recreation,USA,USD,freelancer,80.0,2022-09-07
National Parks Shopping Center,Charity & Donations,USA,USD,freelancer,134.12,2022-09-07
Surgery Online,Healthcare & Medical,USA,USD,freelancer,396.15,2022-09-08
Spotify,Entertainment & Recreation,USA,USD,freelancer,6.93,2022-09-08
Car2Go #3787 - USA Center,Transportation,USA,USD,freelancer,29.37,2022-09-09
Cleveland Clinic - Weekday,Healthcare & Medical,USA,USD,freelancer,483.21,2022-09-09
Baja Fresh #6933 (App),Food & Dining,USA,USD,freelancer,38.65,2022-09-10
DART Strip Mall,Transportation,USA,USD,freelancer,83.64,2022-09-10
Atlantic Broadband,Utilities & Services,USA,USD,freelancer,196.2,2022-09-12
Chevron,Transportation,USA,USD,freelancer,57.21,2022-09-12
PNC Bank Store - Weekend,Financial Services,USA,USD,freelancer,642.96,2022-09-12
Adidas Store,Shopping & Retail,USA,USD,freelancer,252.08,2022-09-12
Shake Shack,Food & Dining,USA,USD,freelancer,26.53,2022-09-13
Children's Hospital #6307 Campus,Healthcare & Medical,USA,USD,freelancer,341.84,2022-09-13
Pharmacy #4848 Center,Healthcare & Medical,USA,USD,freelancer,274.48,2022-09-13
Paramedic,Government & Legal,USA,USD,freelancer,332.53,2022-09-14
Cane's #9692 Store,Food & Dining,USA,USD,freelancer,34.68,2022-09-14
Zara,Shopping & Retail,USA,USD,freelancer,144.38,2022-09-14
Investment,Financial Services,USA,USD,freelancer,376.73,2022-09-15
Laser Tag #1131 Store,Entertainment & Recreation,USA,USD,freelancer,62.28,2022-09-15
Theme Park #4808 - USA,Entertainment & Recreation,USA,USD,freelancer,92.73,2022-09-16
Dropbox,Utilities & Services,USA,USD,freelancer,14.63,2022-09-16
Toll #2206 - Weekday,Transportation,USA,USD,freelancer,92.23,2022-09-17
Retirement Store - Weekend,Financial Services,USA,USD,freelancer,676.87,2022-09-17
Consolidated Communications #4071,Utilities & Services,USA,USD,freelancer,169.32,2022-09-18
Dollar Tree,Shopping & Retail,USA,USD,freelancer,253.34,2022-09-18
Bojangles Store Online,Food & Dining,USA,USD,freelancer,42.45,2022-09-18
Blimpie,Food & Dining,USA,USD,freelancer,12.19,2022-09-19
LA Fitness - USA,Entertainment & Recreation,USA,USD,freelancer,31.91,2022-09-19
eBay,Shopping & Retail,USA,USD,freelancer,170.67,2022-09-21
Registration #4157 TXN126722,Government & Legal,USA,USD,freelancer,302.22,2022-09-21
Nature Conservancy Store,Charity & Donations,USA,USD,freelancer,141.38,2022-09-21
PETA #3932 Store TXN231988,Charity & Donations,USA,USD,freelancer,42.68,2022-09-21
Johns Hopkins - USA,Healthcare & Medical,USA,USD,freelancer,76.92,2022-09-21
Kaiser Permanente,Healthcare & Medical,USA,USD,freelancer,426.2,2022-09-23
Temple TXN604697,Charity & Donations,USA,USD,freelancer,179.33,2022-09-23
Arby's - Dinner Time,Food & Dining,USA,USD,freelancer,26.36,2022-09-23
Dermatologist - USA,Healthcare & Medical,USA,USD,freelancer,33.63,2022-09-24
Saks Fifth Avenue #2732 Branch,Shopping & Retail,USA,USD,freelancer,133.6,2022-09-26
Walk-in Clinic TXN716804,Healthcare & Medical,USA,USD,freelancer,147.63,2022-09-26
Moe's Southwest Grill #3422 - USA (Contactless),Food & Dining,USA,USD,freelancer,44.48,2022-09-27
Senate #3256,Government & Legal,USA,USD,freelancer,138.62,2022-09-28
NSA Store Online,Government & Legal,USA,USD,freelancer,260.24,2022-10-01
Enterprise #1864 Online,Transportation,USA,USD,freelancer,59.01,2022-10-01
Passport - USA,Government & Legal,USA,USD,freelancer,229.18,2022-10-01
Spotify,Entertainment & Recreation,USA,USD,freelancer,5.13,2022-10-01
McDonald's,Food & Dining,USA,USD,freelancer,12.8,2022-10-02
Income,Income,USA,USD,freelancer,4309.51,2022-10-03
Alamo Strip Mall,Transportation,USA,USD,freelancer,79.78,2022-10-04
Convention Center,Entertainment & Recreation,USA,USD,freelancer,108.01,2022-10-04
Walmart Store Center,Shopping & Retail,USA,USD,freelancer,190.61,2022-10-04
Dropbox,Utilities & Services,USA,USD,freelancer,11.33,2022-10-04
Mount Sinai,Healthcare & Medical,USA,USD,freelancer,177.07,2022-10-05
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,48.94,2022-10-05
Visa #1400,Government & Legal,USA,USD,freelancer,138.9,2022-10-06
Walk-in Clinic - USA - Weekday,Healthcare & Medical,USA,USD,freelancer,253.12,2022-10-06
Allegiant #1939 Store,Transportation,USA,USD,freelancer,42.68,2022-10-06
WiFi Hotspot Store (Digital Wallet),Utilities & Services,USA,USD,freelancer,91.28,2022-10-07
Bank of America #5610,Financial Services,USA,USD,freelancer,322.17,2022-10-08
Donation - USA (ACH),Charity & Donations,USA,USD,freelancer,125.68,2022-10-09
Chiropractor Business District,Healthcare & Medical,USA,USD,freelancer,484.81,2022-10-10
Federal Building #5550 - USA Shopping Center,Government & Legal,USA,USD,freelancer,256.78,2022-10-10
Shell,Transportation,USA,USD,freelancer,78.16,2022-10-10
Salvation Army #6446 Mall,Charity & Donations,USA,USD,freelancer,34.72,2022-10-10
Highway Patrol Branch,Government & Legal,USA,USD,freelancer,445.36,2022-10-10
Rock Climbing #5630 Store Online Shopping Center,Entertainment & Recreation,USA,USD,freelancer,42.54,2022-10-11
Nordstrom Rack #1357,Shopping & Retail,USA,USD,freelancer,8.62,2022-10-11
Offering (Online),Charity & Donations,USA,USD,freelancer,196.95,2022-10-11
Walmart Pharmacy #4990 Store Airport,Healthcare & Medical,USA,USD,freelancer,427.35,2022-10-11
Netflix - USA,Entertainment & Recreation,USA,USD,freelancer,85.69,2022-10-11
Mobile Center (App),Utilities & Services,USA,USD,freelancer,204.38,2022-10-12
Museum #1717 - USA,Entertainment & Recreation,USA,USD,freelancer,114.61,2022-10-13
CVS #6423 - Morning,Shopping & Retail,USA,USD,freelancer,44.1,2022-10-13
Jersey Mike's #6769,Food & Dining,USA,USD,freelancer,14.95,2022-10-14
Jersey Mike's,Food & Dining,USA,USD,freelancer,33.9,2022-10-15
Potbelly #9251,Food & Dining,USA,USD,freelancer,36.18,2022-10-16
ATM #3182 TXN348009,Financial Services,USA,USD,freelancer,169.64,2022-10-16
Primary Care - USA,Healthcare & Medical,USA,USD,freelancer,483.13,2022-10-17
Online Bank Online - Weekday,Financial Services,USA,USD,freelancer,936.19,2022-10-17
Megabus #6214,Transportation,USA,USD,freelancer,3.4,2022-10-17
Potbelly #8698 Downtown,Food & Dining,USA,USD,freelancer,31.79,2022-10-17
Bowling Alley #4686,Entertainment & Recreation,USA,USD,freelancer,61.73,2022-10-17
Gold's Gym - USA,Entertainment & Recreation,USA,USD,freelancer,23.73,2022-10-18
Gold's Gym Store,Entertainment & Recreation,USA,USD,freelancer,20.19,2022-10-18
Mobile Hotspot,Utilities & Services,USA,USD,freelancer,61.51,2022-10-18
Hawaiian Airlines,Transportation,USA,USD,freelancer,75.04,2022-10-19
Whataburger #7962 Strip Mall,Food & Dining,USA,USD,freelancer,29.15,2022-10-19
Subway #8133 Online,Food & Dining,USA,USD,freelancer,8.67,2022-10-20
Cedars-Sinai Hospital,Healthcare & Medical,USA,USD,freelancer,242.77,2022-10-20
Whole Foods,Food & Dining,USA,USD,freelancer,25.25,2022-10-20
Baja Fresh #2479 Store (Wire),Food & Dining,USA,USD,freelancer,19.13,2022-10-20
Zipcar Store (Wire),Transportation,USA,USD,freelancer,43.72,2022-10-22
Greenpeace #7890 - Rush Hour,Charity & Donations,USA,USD,freelancer,77.91,2022-10-22
Tax Preparation - USA,Financial Services,USA,USD,freelancer,134.57,2022-10-23
Concert - Rush Hour,Entertainment & Recreation,USA,USD,freelancer,131.15,2022-10-23
Neurologist #5131 - Weekday,Healthcare & Medical,USA,USD,freelancer,277.93,2022-10-23
DirecTV Online,Utilities & Services,USA,USD,freelancer,170.96,2022-10-24
Chevron (Cash),Transportation,USA,USD,freelancer,98.27,2022-10-24
Zara - USA,Shopping & Retail,USA,USD,freelancer,211.32,2022-10-24
Capital One - USA Online,Financial Services,USA,USD,freelancer,234.41,2022-10-25
Walmart Pharmacy #4183 Online,Healthcare & Medical,USA,USD,freelancer,316.48,2022-10-25
